0, 0, 0, 0, 715, 0, 17522, 1.965814e+6, 0, 0, 21641, 5150, 1541, 0, 1.00652e+6, 0, 0, 0, 0, 411313., 0, 89255, 0, 1564, 0, 1370, 348591., 0, 0, 0, 3299, 1216, 90801, 0, 0, 37434, 0, 915743., 4977, 0, 1.276188e+6, 0, 593, 191000., 0, 7.951426e+6, 13065, 0, 0, 89082, 0, 1.7680828e+7, 2041, 0, 1.7992567e+7, 0, 5.7623448e+7, 0, 1215, 0, 0, 0, 0, 0, 2985, 299000, 9767, 7851, 1615, 0, 105613, 0, 2.27657518e+8, 0, 642563., 0, 7398, 6650, 0, 625, 0, 0, 0, 0, 122389., 0, 0, 0, 0, 2184, 0, 8513, 0, 11235, 95854, 0, 0, 10938, 9615, 0, 0, 1.845086e+6, 2106, 0, 0, 0, 292462., 0, 0, 0, 0, 0, 30764, 8149, 255000., 186380., 0, 820000., 703170., 13649, 2219, 0, 0, 0, 0, 31611, 1882, 0, 0, 48943, 146690, 30101, 0, 1.434341e+6, 14228, 0, 0, 193900., 283235., 0, 0, 102729, 10252, 0, 0, 0, 13939, 3.613461e+6, 0, 0, 473238., 0, 1.733822e+6, 0, 7.660372e+6, 0, 0, 41178, 0, 0, 0, 0
142880., 0, 0, 0, 2.54833e+6, 0, 1.053039e+6, 1.10261501e+8, 0, 0, 1871, 0, 19086, 0, 4.44529268e+8, 0, 0, 0, 0, 1.178674461e+9, 0, 67992, 14322, 0, 0, 11224, 7.40082475e+8, 35625, 0, 0, 1.4394e+7, 6.9987395e+7, 73923, 0, 0, 0, 0, 1.20863e+7, 51357, 0, 313316., 0, 0, 15000, 1.9405498e+7, 3.990132e+6, 0, 0, 0, 1850, 0, 2.681274927e+9, 12223, 5112, 8.46102075e+8, 0, 8.85549e+7, 0, 0, 718, 0, 0, 0, 0, 0, 139000., 8307, 1.425596e+6, 4.37183883e+8, 0, 1.197774e+6, 0, 1.038287729e+9, 0, 6.2447818e+7, 390276., 0, 19373, 0, 1.14830264e+8, 73728, 0, 0, 0, 5.778823e+6, 0, 0, 32988, 0, 1.794703e+6, 0, 274440., 0, 24558, 1.62993568e+8, 0, 0, 1.93233032e+8, 0, 0, 0, 1.362568939e+9, 0, 0, 1.358682e+6, 898750., 6910, 6423, 0, 0, 0, 0, 1.830086e+6, 243665, 5.029e+6, 1.29075213e+8, 15872, 70000, 55018, 0, 3038, 0, 0, 0, 0, 1.012893e+6, 1.675668e+6, 0, 0, 333094., 7.1931975e+7, 1640, 0, 3.009407308e+9, 30832, 0, 0, 6.248535e+6, 1.00341215e+8, 0, 0, 0, 8.15303e+6, 911, 0, 0, 8.2885206e+7, 1.063964518e+9, 0, 4696, 4.23001e+6, 0, 3.38750472e+8, 0, 2.905743173e+9, 0, 0, 1.79866e+6, 0, 0, 0, 909
0, 13337, 0, 0, 0, 0, 5502, 4407, 0, 0, 0, 0, 0, 0, 5.5786846e+8, 0, 327350., 0, 0, 1.82100925e+8, 0, 6698, 235150., 0, 0, 1.549272e+6, 2.5756206e+7, 435060., 0, 0, 0, 7.2182365e+8, 5344, 0, 0, 5992, 0, 9786, 0, 0, 205127., 0, 0, 0, 0, 3523, 66645, 0, 0, 0, 16854, 6.57624014e+8, 0, 3162, 5.5070126e+7, 0, 0, 0, 3715, 222777., 0, 0, 0, 0, 351176., 3000, 0, 10883, 48262, 0, 12285, 5000, 5.5610299e+7, 0, 2.3153444e+7, 0, 0, 72568, 0, 2.19710943e+8, 0, 0, 0, 0, 0, 0, 0, 10565, 0, 1011, 0, 0, 0, 0, 3.398899e+6, 0, 0, 0, 67216, 0, 0, 1.00941957e+8, 0, 0, 0, 830803., 46293, 1757, 0, 0, 0, 0, 0, 0, 0, 1.13680304e+8, 0, 0, 17793, 13402, 0, 0, 0, 0, 4.038997e+6, 0, 0, 0, 0, 310215., 1330, 2.74409e+6, 0, 1.51315523e+8, 0, 0, 0, 14167, 152591., 0, 0, 0, 4.1419283e+7, 0, 0, 0, 683, 0, 0, 0, 0, 0, 1.03934748e+8, 0, 3.277260636e+9, 0, 0, 23638, 0, 0, 51019, 13946
0, 8581, 0, 0, 0, 0, 556, 269520., 0, 122930, 0, 197551, 88841, 0, 2144, 0, 0, 0, 0, 16769, 535230., 2417, 0, 0, 0, 0, 215637., 0, 0, 0, 0, 0, 49056, 0, 0, 1700, 0, 0, 0, 0, 45521, 0, 404175., 0, 0, 0, 0, 0, 0, 1632, 26736, 4.15588e+6, 0, 1804, 1.81989239e+8, 0, 3.060177e+6, 295595, 60685, 5228, 0, 418992., 0, 0, 0, 171000, 0, 0, 143284, 0, 0, 0, 7508, 141091., 261499, 0, 13698, 0, 0, 172776., 0, 0, 0, 0, 0, 0, 250000., 0, 31384, 53107, 0, 0, 0, 0, 28947, 0, 0, 0, 1972, 0, 0, 85972, 0, 0, 0, 279637., 2166, 0, 0, 0, 23575, 0, 8574, 0, 3.234e+6, 127801, 0, 0, 0, 3330, 864271., 437747., 172140., 0, 0, 142647, 0, 0, 0, 0, 0, 213336., 0, 2.916407e+6, 0, 0, 264000, 356361., 419452., 0, 0, 1322, 281095., 0, 0, 123589, 79694, 13306, 0, 0, 0, 0, 4.84066e+6, 0, 3.930919e+6, 0, 0, 1.403983e+6, 0, 0, 212493., 104641
1.923377e+6, 1.83918112e+8, 0, 0, 0, 0, 7.7226428e+7, 2.2429444e+7, 395981., 51167, 3.1502819e+7, 2.46870375e+8, 837137., 6.535995e+6, 2.51711773e+8, 1.129008e+6, 71284, 0, 3.08081504e+8, 6.557443446e+9, 905820., 9.88523e+6, 4265, 0, 355870., 1.04068e+6, 2.26129084e+8, 7722, 0, 0, 3.088498748e+9, 1.281023179e+9, 2.02417384e+8, 0, 0, 2.8925209e+7, 0, 9.953884e+6, 1.9536514e+7, 0, 2.5691506e+8, 0, 7942, 3.4706e+7, 9.4980919e+7, 2.58031143e+8, 1.1941064e+7, 0, 0, 5.4005502e+7, 58295, 4.419134e+8, 3.127186e+6, 0, 7.5814523e+8, 0, 7.0556762e+7, 164521., 5.3976478e+7, 62268, 0, 112436, 0, 3.523793e+6, 1.76112221e+8, 2.1324e+7, 191465, 4.50378883e+8, 3.7483595e+7, 3.3969886e+8, 3.0856443e+7, 5.8408e+7, 9.0460474e+8, 6.151758e+6, 3.99641959e+8, 1.02920629e+8, 3.80019e+6, 4.6984644e+7, 0, 3.73869559e+8, 2.7379849e+7, 0, 0, 977639., 2.4960543e+7, 0, 2.284262e+6, 4.424082e+6, 7.610475e+6, 3.01124777e+8, 0, 484350., 0, 2.4568485e+7, 4.41793789e+8, 173082, 0, 1.4620347e+8, 9.697879e+6, 0, 0, 5.40716432e+8, 7.16668e+6, 5.097083e+6, 1.275015e+6, 2.2567715e+7, 3.6614918e+7, 1.3482782e+7, 0, 1.1704235e+7, 9636, 5.26726986e+8, 4.70575582e+8, 1.0064966e+8, 7.0693e+7, 1.78667504e+8, 1.0290253e+7, 1.2576e+7, 1.00316526e+8, 96954, 81065, 65072, 104742, 0, 0, 6.173894e+7, 1.0481861e+7, 3787, 0, 2.5038904e+7, 8.701714e+6, 2.2095787e+8, 0, 1.206155232e+9, 447772., 4716, 220000, 3.2776196e+7, 3.7238723e+7, 0, 0, 3.02787e+6, 3.94254294e+8, 510728., 0, 5.515116e+6, 9.7159329e+7, 7.6262203e+7, 0, 860961., 6.396618e+6, 0, 3.09773171e+8, 7.0784896e+8, 3.256944072e+9, 0, 0, 2.27107616e+8, 0, 0, 8.002046e+6, 1.1571148e+7
0, 0, 0, 0, 1100, 0, 458228., 828943., 0, 0, 0, 0, 0, 1.691593e+6, 3.4524468e+7, 0, 0, 0, 2611, 45828, 0, 126268, 0, 0, 0, 0, 1.20523e+6, 0, 0, 0, 35599, 1.174122e+6, 51180, 0, 0, 0, 0, 0, 86428, 0, 3006, 0, 0, 0, 42079, 27237, 1073, 0, 0, 4872, 0, 661883., 0, 0, 1.567915e+7, 0, 1.644726e+6, 0, 0, 0, 0, 1.40858e+6, 0, 0, 242337., 115000., 0, 456972., 17567, 3.8191321e+7, 0, 1.3527e+7, 6.706651e+6, 0, 1.0281e+6, 42656, 846397., 0, 0, 43184, 0, 0, 0, 365518., 148744, 0, 173872, 0, 0, 19499, 0, 83666, 0, 0, 146891, 46550, 0, 0, 0, 0, 0, 3.426722e+6, 42105, 0, 0, 0, 8582, 972872., 0, 0, 14945, 0, 0, 0, 0, 14187, 73091, 2.647e+6, 5.0677025e+7, 0, 0, 0, 0, 790, 0, 193280, 0, 0, 0, 8959, 1270, 29863, 0, 322009., 529, 0, 0, 26493, 2.725286e+6, 0, 0, 0, 9926, 0, 0, 0, 0, 0, 0, 0, 8.38604e+6, 0, 816362., 0, 3.416052e+7, 0, 0, 22053, 0, 0, 0, 0
334854., 4.1205195e+7, 0, 0, 5.8590408e+7, 0, 0, 4.1917898e+7, 1.175104e+6, 205865., 2.91500518e+8, 2.62213681e+8, 3.569263e+6, 2.372489e+6, 2.36888544e+8, 28740, 134594., 0, 887989., 3.13861302e+8, 3.8787286e+7, 6.827017e+6, 835700., 170990, 5.517802e+6, 2.231872e+6, 1.051344914e+9, 41406, 14263, 0, 8.446791e+7, 5.45542985e+9, 2.1007866e+7, 0, 0, 3.911373e+6, 0, 1.3289023e+7, 9.755176e+6, 0, 5.2118748e+7, 0, 50337, 2.375e+6, 9.584685e+6, 5.2562997e+8, 6.226539e+6, 0, 0, 2.28993078e+8, 6.420996e+6, 7.29680149e+8, 1.264241e+6, 12275, 1.045819498e+9, 0, 3.5808127e+7, 946566., 6.18966e+6, 1.1875487e+7, 0, 1.373411e+6, 0, 8.474711e+6, 1.848528246e+9, 2.848e+7, 5.7802067e+7, 1.374282226e+9, 2.352715681e+9, 4.52086853e+8, 8.6033215e+7, 1.44959e+8, 1.408897336e+9, 1.8929485e+7, 1.0339185094e+10, 7.4683118e+7, 1.4178276e+7, 4.4537038e+7, 0, 5.656346863e+9, 2.71973497e+8, 0, 0, 4.739096e+6, 3.4583965e+7, 0, 2.801743e+6, 3.954042e+6, 1.058193e+6, 1.575380529e+9, 8.618944e+6, 5.382002e+6, 0, 8.5472723e+7, 3.47776526e+8, 52534, 1.337809e+6, 2.6966575e+7, 8.725108e+6, 0, 0, 6.06538513e+8, 2.918677357e+9, 5.223092e+6, 204385., 1.5243578e+7, 1.04449465e+8, 1.41592445e+8, 0, 1.622324e+6, 7.86503919e+8, 363705., 4.3738577e+7, 7.22317213e+8, 3.885e+7, 3.2240177e+7, 7.3593394e+7, 8.585e+7, 1.41446322e+8, 333922., 36985, 1.089222e+6, 1.74309e+6, 3.469357e+7, 0, 1.263794362e+9, 1.768244e+6, 3.182611e+6, 0, 2.405041856e+9, 1.3098131e+7, 6.512733e+8, 0, 4.48031314e+8, 1.66464467e+8, 7.7483572e+7, 154000, 1.40803196e+8, 1.02625431e+8, 0, 0, 1.40969458e+8, 1.542721884e+9, 8998, 0, 2.6456102e+7, 5.230379e+6, 2.10892336e+8, 0, 2.053537e+7, 4.5710152e+7, 0, 2.672327726e+9, 8.595499e+6, 6.813516676e+9, 0, 0, 7.882698e+6, 0, 0, 2.208102e+6, 7.582131e+6
1.08537e+7, 1.35662085e+8, 0, 0, 8.1348129e+7, 0, 2.58469425e+8, 0, 2.0258775e+7, 157943, 1.109881e+7, 1.1261778e+7, 1.15839e+6, 4.6747688e+7, 1.47191745e+8, 611697., 3.003821e+6, 0, 1.935689e+6, 3.34574321e+8, 429800., 1.47099317e+8, 473075., 0, 381562., 2.108056e+6, 5.64445526e+8, 1.332875e+6, 41782, 0, 3.9683982e+7, 6.63457343e+8, 2.8934519e+7, 0, 0, 8.955983e+6, 0, 6.33313903e+8, 2.5519402e+7, 0, 5.03837632e+8, 0, 21464, 2.518e+6, 6.812274e+6, 4.3369535e+7, 9.759097e+6, 0, 0, 3.65151184e+8, 6.822262e+6, 2.8745426e+9, 8.840659e+6, 91455, 1.828561713e+10, 0, 2.29153212e+8, 94518, 1.0294169e+7, 36946, 0, 104129, 0, 4.373918e+6, 3.44479244e+8, 2.490933e+9, 1.3315241e+7, 7.8646461e+7, 1.02730789e+8, 2.5788805e+8, 1.30729506e+8, 1.20102e+8, 5.810873148e+9, 1.790205e+6, 9.00851019e+8, 1.9107021e+7, 2.910133e+7, 4.62778e+6, 0, 2.86435311e+8, 3.8704336e+7, 0, 0, 4.0304315e+7, 3.1118915e+7, 0, 6.2206531e+7, 908768., 689312., 9.7931466e+7, 421468, 231846., 0, 3.374295e+6, 2.1952148e+8, 9.078876e+6, 669600., 1.5548913e+7, 282803., 0, 0, 1.048523579e+9, 4.7985307e+7, 1.511979e+6, 96842, 1.4107502e+7, 2.84894689e+8, 1.5012348e+7, 0, 2.553206e+6, 21341, 1.820114e+6, 1.7649088e+7, 4.4791799e+7, 9.8895e+8, 2.95530786e+8, 1.4252881e+7, 4.43001e+8, 5.39876016e+8, 80158, 672199., 66554, 39660, 820510., 0, 1.30622022e+8, 3.476094e+6, 39541, 0, 3.02914838e+8, 8.41636769e+8, 2.66480778e+8, 0, 1.596688548e+9, 7.673557e+6, 5.483704e+6, 47000, 7.20160111e+8, 3.02704368e+9, 0, 0, 5.813863e+6, 9.3540489e+7, 555918., 0, 8.381896e+6, 3.6162293e+7, 4.20836266e+8, 0, 1.871461e+6, 2.01913528e+8, 0, 2.722238162e+9, 6.50003e+6, 4.113948459e+9, 0, 0, 2.906533e+7, 0, 0, 1.307737e+6, 9.920422e+6
792399., 0, 0, 0, 0, 0, 0, 4.3459003e+7, 0, 0, 0, 0, 0, 4.408296e+6, 3.739065e+6, 0, 0, 0, 16610, 766099., 0, 718928., 0, 0, 0, 5058, 308885, 0, 0, 0, 0, 4.310527e+6, 10908, 0, 0, 16467, 0, 267420., 458566., 0, 74770, 0, 0, 0, 0, 185985, 4630, 0, 0, 80216, 0, 1.21345338e+8, 0, 0, 2.46412474e+8, 0, 1.2303609e+7, 0, 0, 0, 0, 0, 0, 0, 84089, 275000., 0, 220258., 0, 2.0534029e+7, 229449., 141000, 6.07084851e+8, 0, 3.669621e+6, 0, 1.0570359e+7, 0, 0, 83313, 0, 0, 0, 458866., 9.475083e+6, 0, 1.209136e+6, 0, 0, 12486, 0, 0, 0, 0, 0, 32274, 57285, 0, 23057, 0, 0, 772042., 0, 0, 0, 0, 81477, 0, 0, 0, 0, 0, 6299, 0, 2.442e+6, 4854, 2587, 97000, 8.1796735e+7, 0, 0, 0, 0, 0, 0, 970564., 0, 0, 0, 12983, 2.5096e+6, 12869, 0, 6.79102e+6, 0, 0, 0, 41827, 693884., 0, 0, 0, 1.149274e+6, 0, 0, 0, 127468, 8.8299418e+7, 0, 0, 8.23522e+6, 0, 1.4116432e+7, 0, 2.4677834e+7, 0, 0, 8426, 0, 0, 0, 3044
0, 767463., 0, 0, 873699., 0, 1.390188e+6, 12654, 0, 0, 23566, 4.191e+6, 236945., 249796., 933658., 148988., 27791, 0, 3534, 2.954184e+6, 0, 0, 0, 0, 0, 0, 8.896561e+6, 730, 0, 0, 46809, 21600, 123002., 0, 0, 23676, 0, 442627., 316163., 0, 36464, 0, 55198, 661000., 9.96497e+6, 0, 9.493622e+6, 0, 0, 880191., 0, 1.21310452e+8, 1949, 0, 1.30357672e+8, 0, 9.494256e+6, 61575, 3.293166e+6, 0, 0, 46593, 0, 115274., 66846, 262000., 781710., 0, 0, 0, 311864., 39000, 4.335473e+6, 876222., 2.593349e+6, 0, 809492., 702328., 0, 1.0710714e+7, 0, 0, 0, 4866, 73062, 0, 59499, 196843., 0, 213089., 147263, 0, 0, 11001, 9.539428e+6, 2362, 0, 221271., 438541., 0, 0, 536491., 44829, 3.279188e+6, 0, 470565., 3.3189442e+7, 40500, 0, 11951, 0, 5.1438141e+7, 208476, 0, 5.1443e+7, 28607, 0, 479000., 228542., 2958, 59714, 6818, 136322, 0, 371578., 83573, 4301, 0, 0, 345639., 111989, 595473., 0, 1.21509503e+8, 0, 0, 44000, 40173, 5.1202198e+7, 0, 0, 5438, 55369, 305443., 0, 2.2073034e+7, 3802, 219788., 0, 0, 1.748498e+6, 0, 1.0232774e+7, 831, 3.2832503e+8, 0, 0, 82665, 0, 0, 0, 0
